Car ID,Timestamp,Pixel_X,Pixel_Y,Actual_X,Actual_Y,Heading
test_009_car_121,00:00:53.533,255.00,533.00,-0.8250840959324722,-2.0458167892528283,-77.7741914103741
test_009_car_121,00:00:53.567,261.00,526.00,-0.8195417512927624,-2.0253336709284073,-105.14060277821625
test_009_car_121,00:00:53.600,268.50,529.00,-0.8219078980661497,-2.022730883833009,-47.72659197913276
test_009_car_121,00:00:53.633,271.50,530.00,-0.8226996527777782,-2.021296052651934,-61.10963103236912
test_009_car_121,00:00:53.667,275.50,523.00,-0.8171891889591334,-2.0032764351512915,-107.00382046939217
test_009_car_121,00:00:53.700,280.50,518.00,-0.8132981231541163,-1.9881633021684986,-104.43795297728684
test_009_car_121,00:00:53.732,286.00,499.00,-0.7988440069762218,-1.9468062643712039,-109.26431266781248
test_009_car_121,00:00:53.767,303.50,480.00,-0.7848946830889592,-1.8939820445676159,-104.79245954888722
test_009_car_121,00:00:53.799,325.50,469.00,-0.777039194778713,-1.8515922171191497,-100.49869085894932
test_009_car_121,00:00:53.832,345.00,452.00,-0.7652034670814803,-1.8029342237848858,-103.67130667515676
test_009_car_121,00:00:53.866,365.50,438.00,-0.7557237748292756,-1.7593612197725197,-102.27393937829731
test_009_car_121,00:00:53.899,384.00,426.00,-0.7477833034646899,-1.721911312947055,-101.97108389880299
test_009_car_121,00:00:53.932,400.50,420.00,-0.7438753143098998,-1.6960868943125935,-98.60523393548158
test_009_car_121,00:00:53.966,416.50,410.00,-0.7374519865175299,-1.665266474366341,-101.77257733943901
test_009_car_121,00:00:54.000,430.00,399.00,-0.7305132448602214,-1.6360787863915964,-103.37260411633395
test_009_car_121,00:00:54.033,444.00,390.00,-0.724932472008929,-1.6096672532889518,-101.93113195463746
test_009_car_121,00:00:54.067,458.50,381.00,-0.7194363215696337,-1.5831630897573847,-101.71534258975686
test_009_car_121,00:00:54.100,471.00,374.00,-0.7152188173982459,-1.5616266366881963,-101.0800679876171
test_009_car_121,00:00:54.133,483.00,368.00,-0.7116429736203191,-1.5421125155745397,-100.38390055305706
test_009_car_121,00:00:54.167,495.00,361.00,-0.707516085338027,-1.5215310048334025,-101.3382663795631
test_009_car_121,00:00:54.200,505.00,355.00,-0.7040166603089044,-1.5043545026722218,-101.51545795139072
test_009_car_121,00:00:54.232,515.50,348.00,-0.6999774985608918,-1.4856482470920043,-102.18456704939064
